province,district,area_type,restricted_besi_sigir,restricted_sut_sigir,restricted_kucukbas,restricted_kanatli,restricted_etlik_tavuk,restricted_gezen_tavuk,restricted_hindi,restricted_kaz_ordek,restricted_hara_at,restricted_pet_lab,source_file,source_line,evidence_text,note
Düzce,yigilca,Koruma/Koruma Alanları;Sulama Alanları,,,,,,,,,,,25binlik/duzce-yigilca.txt,,"Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık..vb.) çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Bu arazilerde; tarımsal amaçlı yapı ve çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Tarımsal amaçlı yapılar için maks. Emsal = 0,20’dir. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık..vb.) çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın Tarım ve Hayvancılık Geliştirme Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Tarım, Gıda ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla Tarımsal Amaçlı Yapılar yer alabilecek olup bu alanlarda “Tarımsal Amaçlı Entegre Yapılar” a izin verilmez. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, Tarım Arazileri plan hükümlerine uyulacaktır.",
Düzce,yigilca,Koruma/Koruma Alanları;Sulama Alanları,,,,,,,,,,,25binlik/duzce-yigilca.txt,,"5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın Tarım ve Hayvancılık Geliştirme Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Tarım, Gıda ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla Tarımsal Amaçlı Yapılar yer alabilecek olup bu alanlarda “Tarımsal Amaçlı Entegre Yapılar” a izin verilmez. Bu arazilerde; tarımsal amaçlı yapı ve çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Tarımsal amaçlı yapılar için maks. Emsal = 0,20’dir. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık..vb.) çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın Tarım ve Hayvancılık Geliştirme Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Tarım, Gıda ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla Tarımsal Amaçlı Yapılar yer alabilecek olup bu alanlarda “Tarımsal Amaçlı Entegre Yapılar” a izin verilmez. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, Tarım Arazileri plan hükümlerine uyulacaktır.",
Zonguldak,,General,,,,,,,,,,,25binlik/zonguldak.txt,,"7.2.4.1.13. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 7.2.4.1.11. Tarımsal amaçlı yapılar amacı dışında kullanılamaz ve başka bir kullanıma dönüştürülemez. 7.2.4.1.12. Tarım arazisi olarak gösterilmiş alanlarda, mera vasıflı alanlar bulunması durumunda, bu alanlarda 7.2.4.6 plan hükümleri doğrultusunda uygulama yapılır. 7.2.4.1.13. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz.  7.2.4.2. Tarımsal Niteliği Korunacak Alanlar",
Zonguldak,,Mutlak Tarım Arazileri;Sulama Alanları,,,,,,,,,,,25binlik/zonguldak.txt,,"7.2.4.5.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın tasarrufunda bulunan tarım arazisi, tarım dışı amaçla kullanılamaz. 7.2.4.5.1. Bu arazilerde, ilgili kanun kapsamında yapılan/yapılacak uygulamalarda bu plan kararlarına uyulacaktır. 7.2.4.5.2. Yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır. 7.2.4.5.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın tasarrufunda bulunan tarım arazisi, tarım dışı amaçla kullanılamaz. 7.2.4.5.4. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 7.2.4.5.5. Bu arazilerde; mutlak tarım arazilerine ilşkin hükümler uygulanır.",
Zonguldak,,Koruma/Koruma Alanları;Mutlak Tarım Arazileri;Sulama Alanları,,,,,,,,,,,25binlik/zonguldak.txt,,"7.2.4.5.4. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 7.2.4.5.2. Yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır. 7.2.4.5.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın tasarrufunda bulunan tarım arazisi, tarım dışı amaçla kullanılamaz. 7.2.4.5.4. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 7.2.4.5.5. Bu arazilerde; mutlak tarım arazilerine ilşkin hükümler uygulanır. 7.2.4.5.6. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın Tarım ve Hayvancılık Geliştirme Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle T.C. Tarım Gıda ve Hayvancılık Bakanlığı İle T.C. Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla tarımsal amaçlı yapılar yer alabilecek olup bu alanlarda “tarımsal amaçlı entegre yapılar”a izin verilmez.",
Zonguldak,,Koruma/Koruma Alanları;Mutlak Tarım Arazileri;Sulama Alanları,,,,,,,,,,,25binlik/zonguldak.txt,,"7.2.4.5.6. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın Tarım ve Hayvancılık Geliştirme Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle T.C. Tarım Gıda ve Hayvancılık Bakanlığı İle T.C. Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla tarımsal amaçlı yapılar yer alabilecek olup bu alanlarda “tarımsal amaçlı entegre yapılar”a izin verilmez. 7.2.4.5.4. Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde tarımsal faaliyetten bağımsız barınma amaçlı yapı yapılamaz. 7.2.4.5.5. Bu arazilerde; mutlak tarım arazilerine ilşkin hükümler uygulanır. 7.2.4.5.6. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın Tarım ve Hayvancılık Geliştirme Alanları hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle T.C. Tarım Gıda ve Hayvancılık Bakanlığı İle T.C. Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla tarımsal amaçlı yapılar yer alabilecek olup bu alanlarda “tarımsal amaçlı entegre yapılar”a izin verilmez. 7.2.4.5.7. 3083 sayılı Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, 7.2.4.1, 7.2.4.2, 7.2.4.3 ve 7.2.4.4 nolu plan hükümlerine uyulacaktır.",
Osmaniye,,Koruma/Koruma Alanları,,,,,,,,,,,25binlik/osmaniye.txt,,"8.2.5. Kırsal yerleşim alanlarında, varsa onaylı imar planları geçerlidir. İmar planı olmayan kırsal yerleşim alanlarında, köy tasarım rehberleri hazırlanıncaya ya da imar planları yapılıncaya kadar, konut, tarım ve hayvancılık amaçlı yapılarda yapılanma koşulları Plansız Alanlar İmar Yönetmeliği hükümlerine göre belirlenir. Silo, samanlık, yem deposu, vb. yapılar için maksimum bina yüksekliği ihtiyaç doğrultusunda belirlenir. 8.2.3. Kırsal yerleşim alanlarında, konut, tarım ve hayvancılık amaçlı yapılar, turizm tesisleri, ticaret üniteleri, kamu hizmetine yönelik yapılar, sosyal ve teknik altyapı alanları ile açık ve yeşil alanlar yer alabilir. 8.2.4. Bu alanlarda, konut, tarım ve hayvancılık amaçlı yapılara ilişkin uygulamalar, 3194 sayılı İmar Kanunu’na bağlı “Plansız Alanlar İmar Yönetmeliği”nin 5. Bölümünde belirtilen esaslara göre yapılır. 8.2.5. Kırsal yerleşim alanlarında, varsa onaylı imar planları geçerlidir. İmar planı olmayan kırsal yerleşim alanlarında, köy tasarım rehberleri hazırlanıncaya ya da imar planları yapılıncaya kadar, konut, tarım ve hayvancılık amaçlı yapılarda yapılanma koşulları Plansız Alanlar İmar Yönetmeliği hükümlerine göre belirlenir. Silo, samanlık, yem deposu, vb. yapılar için maksimum bina yüksekliği ihtiyaç doğrultusunda belirlenir.  8.5.11. Dondurulmuş sanayi tesislerinde tevsii yapılamaz. Sadece çevrenin korunması amacıyla teknoloji yenilenebilir. Bu alanlarda yeni yapılaşmaya izin verilmeyecek, mevcut yapılarda İl Toprak Koruma Kurulunun kararı doğrultusunda hareket edilerek tarım topraklarının korunması sağlanacaktır.",
Osmaniye,,Koruma/Koruma Alanları,,,,,,,,,,,25binlik/osmaniye.txt,,"8.5.11. Dondurulmuş sanayi tesislerinde tevsii yapılamaz. Sadece çevrenin korunması amacıyla teknoloji yenilenebilir. Bu alanlarda yeni yapılaşmaya izin verilmeyecek, mevcut yapılarda İl Toprak Koruma Kurulunun kararı doğrultusunda hareket edilerek tarım topraklarının korunması sağlanacaktır. 8.2.5. Kırsal yerleşim alanlarında, varsa onaylı imar planları geçerlidir. İmar planı olmayan kırsal yerleşim alanlarında, köy tasarım rehberleri hazırlanıncaya ya da imar planları yapılıncaya kadar, konut, tarım ve hayvancılık amaçlı yapılarda yapılanma koşulları Plansız Alanlar İmar Yönetmeliği hükümlerine göre belirlenir. Silo, samanlık, yem deposu, vb. yapılar için maksimum bina yüksekliği ihtiyaç doğrultusunda belirlenir.  8.5.11. Dondurulmuş sanayi tesislerinde tevsii yapılamaz. Sadece çevrenin korunması amacıyla teknoloji yenilenebilir. Bu alanlarda yeni yapılaşmaya izin verilmeyecek, mevcut yapılarda İl Toprak Koruma Kurulunun kararı doğrultusunda hareket edilerek tarım topraklarının korunması sağlanacaktır.  8.17. TARIM ARAZİLERİ/ALANLARI",
Osmaniye,,Sulama Alanları,,,,,,,,,,,25binlik/osmaniye.txt,,"8.17.2.2. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazileri, tarım dışı amaçla kullanılamaz. 8.17.2. 3083 Sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu’na Tabi Araziler 8.17.2.1. Bu alanlarda yapılacak ifrazlarda 3083 Sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır. 8.17.2.2. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazileri, tarım dışı amaçla kullanılamaz. 8.17.2.3. Bu arazilerde; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Emsal: 0,20’dir. 8.17.2.4. Tarımsal faaliyetin gerektirdiği çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz.",
Osmaniye,,Sulama Alanları,,,,,,,,,,,25binlik/osmaniye.txt,,"8.17.2.3. Bu arazilerde; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Emsal: 0,20’dir. 8.17.2.1. Bu alanlarda yapılacak ifrazlarda 3083 Sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır. 8.17.2.2. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazileri, tarım dışı amaçla kullanılamaz. 8.17.2.3. Bu arazilerde; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Emsal: 0,20’dir. 8.17.2.4. Tarımsal faaliyetin gerektirdiği çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz. 8.17.2.5. 3083 Sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, “8.17.1.” nolu plan hükümlerine uyulacaktır.",
Osmaniye,,Sulama Alanları,,,,,,,,,,,25binlik/osmaniye.txt,,"8.17.2.4. Tarımsal faaliyetin gerektirdiği çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz. 8.17.2.2. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre sahibine bırakılan, dağıtılan veya T.C. Gıda, Tarım ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazileri, tarım dışı amaçla kullanılamaz. 8.17.2.3. Bu arazilerde; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Emsal: 0,20’dir. 8.17.2.4. Tarımsal faaliyetin gerektirdiği çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz. 8.17.2.5. 3083 Sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, “8.17.1.” nolu plan hükümlerine uyulacaktır.",
Sakarya,,General,,,,,,,,,,,25binlik/Kuzey_Dogu_Sakarya_PLAN_HUKUMLERI.txt,,"5.22. Göl, gölet ve barajların havzasındaki 300 m. yakınına hiçbir suretle kümes, hayvancılık tesisleri, kuluçka tesisleri, damızlık üretim tesisleri vb. yapılamaz. 5.12. Karayolları servis alanlarında yöresel ürünlerin ve tarımsal üretimlerin satılacağı “yöresel ürün satış yerleri” ilgili belediyesince yapılmak, karayollarından görüş almak koşulu ile temel kazısı gerektirmeyen sökülüp takılabilir malzemeden günübirlik kullanıma uygun, yarı açık ve yüksekliği 4m’yi aşmayacak ve plan gerektirmeyecek şekilde oluşturulacaktır.  5.22. Göl, gölet ve barajların havzasındaki 300 m. yakınına hiçbir suretle kümes, hayvancılık tesisleri, kuluçka tesisleri, damızlık üretim tesisleri vb. yapılamaz.  5.23. İşyeri Açma ve Çalışma Ruhsatlarına İlişkin Yönetmeliğin Ek-1 ve Ek-2 bölümünde yer alan hayvancılık tesisleri için imar planı yapılması zorunludur. İlgili yönetmeliğin Ek-3 bölümünde yer alan hayvancılık tesislerine yönelik imar planı yapılıp yapılmayacağına ilgili idaresince karar verilecektir. İmar planlarında bu planda belirlenen yapılaşma koşullarına uyulacaktır.",
Sakarya,,Koruma/Koruma Alanları;Sulama Alanları,,,,,,,,,,,25binlik/Kuzey_Dogu_Sakarya_PLAN_HUKUMLERI.txt,,"5.23. İşyeri Açma ve Çalışma Ruhsatlarına İlişkin Yönetmeliğin Ek-1 ve Ek-2 bölümünde yer alan hayvancılık tesisleri için imar planı yapılması zorunludur. İlgili yönetmeliğin Ek-3 bölümünde yer alan hayvancılık tesislerine yönelik imar planı yapılıp yapılmayacağına ilgili idaresince karar verilecektir. İmar planlarında bu planda belirlenen yapılaşma koşullarına uyulacaktır. 5.22. Göl, gölet ve barajların havzasındaki 300 m. yakınına hiçbir suretle kümes, hayvancılık tesisleri, kuluçka tesisleri, damızlık üretim tesisleri vb. yapılamaz.  5.23. İşyeri Açma ve Çalışma Ruhsatlarına İlişkin Yönetmeliğin Ek-1 ve Ek-2 bölümünde yer alan hayvancılık tesisleri için imar planı yapılması zorunludur. İlgili yönetmeliğin Ek-3 bölümünde yer alan hayvancılık tesislerine yönelik imar planı yapılıp yapılmayacağına ilgili idaresince karar verilecektir. İmar planlarında bu planda belirlenen yapılaşma koşullarına uyulacaktır.  5.26. Bu planın nüfus kabulü üzerinde nüfus barındıran imar planı olan yerleşmelerde imar uygulaması yapılmış alanlar esas alınarak, onaylı planların içinde bulunması muhtemel tarım alanları, orman alanları, sulama alanları, koruma alanları gibi hususlar çerçevesinde irdelenecek...",
Sakarya,,Mutlak Tarım Arazileri,,,,,,,,,,,25binlik/Kuzey_Dogu_Sakarya_PLAN_HUKUMLERI.txt,,5403 sayılı kanuna tabi olmakla birlikte kıymetli tarım arazilerini kapsayan bu alanlarda hayvancılık ve konut amaçlı yapılar yapılamaz. 50 m² yi geçmeyen tarımsal amaçlı müştemilatlar dışında temel kazısı gerektiren hiçbir yapı yapılamaz. Bu alanlarda yeni maden işletme ruhsatı verilemez. 8.7.1. Tarımsal Niteliği Korunacak Alanlar 5403 sayılı kanuna tabi olmakla birlikte kıymetli tarım arazilerini kapsayan bu alanlarda hayvancılık ve konut amaçlı yapılar yapılamaz. 50 m² yi geçmeyen tarımsal amaçlı müştemilatlar dışında temel kazısı gerektiren hiçbir yapı yapılamaz. Bu alanlarda yeni maden işletme ruhsatı verilemez.  8.7.2. Mutlak Tarım Arazileri,
Sakarya,,Mutlak Tarım Arazileri,,,,,,,,,,,25binlik/Kuzey_Dogu_Sakarya_PLAN_HUKUMLERI.txt,,"8.7.2.1. Bu alanlarda yalnızca hayvancılık ve seracılık amaçlı tarımsal faaliyetlerde barınma amaçlı tek bir yapıya izin verilebilir. Bu yapılar emsale dahil olup inşaat alanı max: 75 m², Hmax: 6.50 m. olacaktır. 8.7.2. Mutlak Tarım Arazileri 8.7.2.1. Bu alanlarda yalnızca hayvancılık ve seracılık amaçlı tarımsal faaliyetlerde barınma amaçlı tek bir yapıya izin verilebilir. Bu yapılar emsale dahil olup inşaat alanı max: 75 m², Hmax: 6.50 m. olacaktır. 8.7.2.2. 10.000 m² büyüklüğe kadar olan parsellerde tarımsal amaçlı yapı yapılması halinde yapılaşma koşulları E: 0.05, inşaat alanı max: 250 m² olacaktır. Arazilerin korunması ve birleştirilmesi ilkesi çerçevesinde 10.000 m² ve üzeri arazi büyüklüğünün sağlanması halinde emsal değeri aşılmamak üzere inşaat alanı hiçbir suretle 1000 m² yi geçemez. 8.7.2.3. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları tarımsal amaçlı yapıların inşaat alanına dahildir.",
Sakarya,,Özel Ürün Arazileri,,,,,,,,,,,25binlik/Kuzey_Dogu_Sakarya_PLAN_HUKUMLERI.txt,,"8.7.2.3. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları tarımsal amaçlı yapıların inşaat alanına dahildir. 8.7.2.1. Bu alanlarda yalnızca hayvancılık ve seracılık amaçlı tarımsal faaliyetlerde barınma amaçlı tek bir yapıya izin verilebilir. Bu yapılar emsale dahil olup inşaat alanı max: 75 m², Hmax: 6.50 m. olacaktır. 8.7.2.2. 10.000 m² büyüklüğe kadar olan parsellerde tarımsal amaçlı yapı yapılması halinde yapılaşma koşulları E: 0.05, inşaat alanı max: 250 m² olacaktır. Arazilerin korunması ve birleştirilmesi ilkesi çerçevesinde 10.000 m² ve üzeri arazi büyüklüğünün sağlanması halinde emsal değeri aşılmamak üzere inşaat alanı hiçbir suretle 1000 m² yi geçemez. 8.7.2.3. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları tarımsal amaçlı yapıların inşaat alanına dahildir.  8.7.3. Özel Ürün Arazileri",
Sakarya,,Marjinal Tarım Arazileri,,,,,,,,,,,25binlik/Kuzey_Dogu_Sakarya_PLAN_HUKUMLERI.txt,,"8.7.5.1. Bu alanlarda yalnızca hayvancılık ve seracılık amaçlı tarımsal faaliyetlerde barınma amaçlı tek bir yapıya izin verilebilir. Bu yapılar emsale dahil olup inşaat alanı max= 150 m², Hmax.=6.50 m. olacaktır. 8.7.5. Marjinal Tarım Arazileri 8.7.5.1. Bu alanlarda yalnızca hayvancılık ve seracılık amaçlı tarımsal faaliyetlerde barınma amaçlı tek bir yapıya izin verilebilir. Bu yapılar emsale dahil olup inşaat alanı max= 150 m², Hmax.=6.50 m. olacaktır. 8.7.5.2. Tarımsal amaçlı yapı yapılması halinde; yapılaşma koşulları E: 0.30 olacaktır. 8.7.5.3. Bu alanlarda yapılacak yapılarda saçak seviyelerinin tabii zeminden yüksekliği 6.50 m.yi ve 2 katı aşmamak, yola ve parsel sınırlarına 5.00 m.den fazla yaklaşmamak şartı korunacaktır. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dahildir.",
Sakarya,,General,evet,evet,evet,evet,,,,,,,25binlik/Kuzey_Dogu_Sakarya_PLAN_HUKUMLERI.txt,,"8.7.5.3. Bu alanlarda yapılacak yapılarda saçak seviyelerinin tabii zeminden yüksekliği 6.50 m.yi ve 2 katı aşmamak, yola ve parsel sınırlarına 5.00 m.den fazla yaklaşmamak şartı korunacaktır. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dahildir. 8.7.5.1. Bu alanlarda yalnızca hayvancılık ve seracılık amaçlı tarımsal faaliyetlerde barınma amaçlı tek bir yapıya izin verilebilir. Bu yapılar emsale dahil olup inşaat alanı max= 150 m², Hmax.=6.50 m. olacaktır. 8.7.5.2. Tarımsal amaçlı yapı yapılması halinde; yapılaşma koşulları E: 0.30 olacaktır. 8.7.5.3. Bu alanlarda yapılacak yapılarda saçak seviyelerinin tabii zeminden yüksekliği 6.50 m.yi ve 2 katı aşmamak, yola ve parsel sınırlarına 5.00 m.den fazla yaklaşmamak şartı korunacaktır. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dahildir. 8.7.5.4. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, avrupa birliği kaynaklı projeler, dünya bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında yukarıda belirtilen yapılaşma emsali %50 oranında arttırılabilir.",
